month,year,time,route_id,weekdays_in_month,year_cent,gtfs,month_2,month_3,month_4,month_5,month_6,month_7,month_8,month_9,month_10,month_11,month_12,workers_16_over,median_earnings,emp_pop_ratio,log_upt,log_upt_avg,log_vrm,log_gas_price,log_perc_car,log_perc_taxicab,log_perc_wfh,log_perc_female,log_below_fpl,log_fpl_100_150,log_perc_renter_occupied,log_population,log_labor_part_rate,log_unemp_rate,log_perc_hshlds_noveh
4,2024,40,7,22,3,S24_F24,0,0,1,0,0,0,0,0,0,0,0,2905.225036244935,64101.44118103356,71.00359110648047,10.415112856472684,7.3240704031143675,9.652605316560956,1.2581768583394481,4.044895582454676,0.8539269860593929,3.232303963646327,3.936765717273754,1.981486571313224,1.2193589533335412,4.112160527887506,8.43101528050528,4.284747277691998,0.8922900527220393,1.914676305167184
4,2024,40,8,22,3,S24_F24,0,0,1,0,0,0,0,0,0,0,0,2364.600800443255,56433.76925896297,69.4086644190593,9.757999245787522,6.666956792429207,8.996592542302336,1.2581768583394481,4.0336917041120834,0.4997538057948072,3.087273019282241,3.7787553470323467,1.6073285663740349,1.2861737803747153,3.9855744892892866,8.143002020954697,4.26346932803927,0.7180450201595836,2.228666726962853
4,2024,40,9,22,3,S24_F24,0,0,1,0,0,0,0,0,0,0,0,2512.546838849925,54068.182289175216,72.99829671427274,8.907070776182689,5.816028322824372,9.20348593389769,1.2581768583394481,4.16690815828242,0.04433893897333289,3.057435384826252,4.136752124506526,2.490501459290221,0.7886554144878827,4.370353395256918,8.262747586846505,4.3544435835471305,1.7768665364874099,2.6456611107394914
4,2024,40,14,22,3,S24_F24,0,0,1,0,0,0,0,0,0,0,0,2031.6793825585687,44989.193590812865,60.973596948641266,9.186047679407139,6.095005226048822,9.89167202328141,1.2581768583394481,4.316483634046313,1.1580154955973672,2.7532197862502636,4.023352413132507,2.232940008458063,2.0894887897229717,3.7862157218996537,8.374810336578049,4.1893348513233555,2.024001259788771,2.4700336234526654
4,2024,40,17,22,3,S24_F24,0,0,1,0,0,0,0,0,0,0,0,2862.5158197918563,64288.43890738547,72.31449586077534,9.36947859331448,6.278436139956164,9.278251325067108,1.2581768583394481,4.1101254806529255,0.9408337117115434,3.224581941650536,3.9091136849352615,1.6632768504449762,1.0476840014867157,3.885018589100518,8.425156595841973,4.307780018033534,0.928704872671409,1.940239108285293
4,2024,40,18,22,3,S24_F24,0,0,1,0,0,0,0,0,0,0,0,1920.2641233807647,40223.92254503851,58.495906855316,9.31154225248515,6.220499799126834,9.14767423017521,1.2581768583394481,4.1294180053260465,-0.1442043369919689,2.72499941094471,3.7177241142702453,1.6331056972070574,1.896683894251903,4.082077398804749,8.114610690531816,4.1186739979893785,1.543346355933489,2.6634382435736765
4,2024,40,19,22,3,S24_F24,0,0,1,0,0,0,0,0,0,0,0,2416.4985832731627,45918.57680512343,68.50664158388597,9.824768967824722,6.733726514466407,9.419706245480128,1.2581768583394481,4.2286489326431,1.2465229297939322,2.7686758218980487,4.027429532621765,2.242095801819324,2.144482899065444,4.129207314501131,8.313366863067156,4.259755727237206,1.24532203039011,2.81415957440705
4,2024,40,22,22,3,S24_F24,0,0,1,0,0,0,0,0,0,0,0,2244.442090886959,58758.68803121581,67.51095865033955,10.080042514435746,6.98900006107743,9.475424779651231,1.2581768583394481,4.245743278761008,0.7207118714067218,2.878533959223144,3.95303579813204,1.88065188419925,1.5897955171299594,4.032598999983041,8.186193897982308,4.282200022043341,1.88044079035377,2.387357309999628
4,2024,40,23,22,3,S24_F24,0,0,1,0,0,0,0,0,0,0,0,2537.396157113341,43098.183043283185,67.61499188175695,10.78981379989081,7.698771346532494,10.329230991768926,1.2581768583394481,4.363679732298271,0.33175529780217594,2.5153131226931293,3.91815390254037,2.408842363153214,2.3653266663886336,3.9756217443445694,8.5354642890508,4.290925153823089,2.007207024839677,2.4971146192968496
4,2024,40,28,22,3,S24_F24,0,0,1,0,0,0,0,0,0,0,0,2722.773699320874,54237.28041706055,73.93709874767927,8.03398273468322,4.942940281324904,8.650201947490068,1.2581768583394481,4.283290643572812,0.6452487035469916,2.878711486438989,3.885811013534286,1.7265115946843879,2.08945937628581,4.08116126214701,8.42706608942775,4.356064577860555,1.6296943031659126,2.5986027369749976
